D 14:28:32.0436380 PowerTaskList.DebugDump() - Block Start=(null)
D 14:28:32.0436490 PowerTaskList.DebugPrintPower() -     CREATE_GAME
D 14:28:32.0438890 PowerTaskList.DebugPrintPower() -             tag=TEAM_ID value=2
D 14:28:32.0439000 PowerTaskList.DebugPrintPower() -             tag=ZONE value=PLAY
D 14:28:32.0439090 PowerTaskList.DebugPrintPower() -             tag=CONTROLLER value=2
D 14:28:32.0439190 PowerTaskList.DebugPrintPower() -             tag=ENTITY_ID value=3
D 14:28:32.0439290 PowerTaskList.DebugPrintPower() -             tag=MAXRESOURCES value=10
D 14:28:32.0439400 PowerTaskList.DebugPrintPower() -             tag=CARDTYPE value=PLAYER
D 14:28:32.0439570 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=4 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0439700 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0439800 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0439890 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=4
D 14:28:32.0440060 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=5 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0440190 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0440310 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0440400 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=5
D 14:28:32.0440550 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=6 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0440670 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0440760 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0440850 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=6
D 14:28:32.0441000 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=7 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0441110 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0441200 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0441290 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=7
D 14:28:32.0441450 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=8 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0441560 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0441650 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0441740 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=8
D 14:28:32.0441890 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=9 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0442020 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0442110 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0442200 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=9
D 14:28:32.0442370 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=10 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0442490 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0442670 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0442800 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=10
D 14:28:32.0443000 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=11 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0443120 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0443210 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0443300 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=11
D 14:28:32.0443450 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=12 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0443560 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0443680 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0443780 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=12
D 14:28:32.0443920 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=13 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0444050 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0444140 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0444230 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=13
D 14:28:32.0444430 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=14 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0444550 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0444640 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0444740 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=14
D 14:28:32.0444900 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=15 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0445020 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0445110 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0445210 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=15
D 14:28:32.0445340 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=16 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0445460 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0445550 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0445640 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=16
D 14:28:32.0445780 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=17 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0445900 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0445990 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0446080 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=17
D 14:28:32.0446240 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=18 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0446360 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0446450 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0446540 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=18
D 14:28:32.0446690 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=19 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0446810 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0446900 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0446990 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=19
D 14:28:32.0447160 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=20 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0447280 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0447360 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0447490 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=20
D 14:28:32.0447680 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=21 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0447800 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0447910 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0448000 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=21
D 14:28:32.0448150 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=22 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0448280 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0448370 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0448460 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=22
D 14:28:32.0448670 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=23 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0448800 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0448880 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0448970 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=23
D 14:28:32.0449120 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=24 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0449230 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0449330 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0449420 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=24
D 14:28:32.0449570 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=25 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0449680 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0449780 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0449880 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=25
D 14:28:32.0450030 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=26 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0450150 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0450250 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0450340 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=26
D 14:28:32.0450470 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=27 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0450590 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0450680 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0450770 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=27
D 14:28:32.0450910 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=28 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0451020 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0451110 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0451230 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=28
D 14:28:32.0451370 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=29 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0451480 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0451580 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0451670 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=29
D 14:28:32.0451810 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=30 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0451970 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0452060 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0452170 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=30
D 14:28:32.0452320 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=31 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0452440 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0452540 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0452630 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=31
D 14:28:32.0452780 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=32 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0452900 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0452990 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0453080 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=32
D 14:28:32.0453220 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=33 zone=DECK zonePos=0 cardId= player=1] CardID=
D 14:28:32.0453360 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0453460 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=1
D 14:28:32.0453550 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=33
D 14:28:32.0453690 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=34 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0453810 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0454070 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0454430 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=34
D 14:28:32.0454730 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=35 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0454950 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0455120 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0455280 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=35
D 14:28:32.0455530 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=36 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0455740 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0455900 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0456080 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=36
D 14:28:32.0456320 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=37 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0456520 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0456690 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0456850 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=37
D 14:28:32.0457110 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=38 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0457310 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0457490 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0457650 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=38
D 14:28:32.0457880 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=39 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0458080 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0458240 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0458420 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=39
D 14:28:32.0458660 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=40 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0458960 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0459130 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0459280 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=40
D 14:28:32.0459520 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=41 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0459710 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0459880 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0460060 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=41
D 14:28:32.0460300 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=42 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0460500 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0460660 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0460830 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=42
D 14:28:32.0461080 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=43 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0461290 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0461440 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0461590 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=43
D 14:28:32.0461840 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=44 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0462050 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0462220 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0462410 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=44
D 14:28:32.0462650 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=45 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0462850 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0463000 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0463160 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=45
D 14:28:32.0463410 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=46 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0463610 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0463770 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0463930 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=46
D 14:28:32.0464160 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=47 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0464370 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0464530 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0464690 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=47
D 14:28:32.0464950 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=48 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0465180 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0465340 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0465500 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=48
D 14:28:32.0465740 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=49 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0465940 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0466120 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0466290 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=49
D 14:28:32.0466650 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=50 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0466860 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0467230 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0467470 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=50
D 14:28:32.0467820 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=51 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0468070 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0468270 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0468440 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=51
D 14:28:32.0468740 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=52 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0468990 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0469120 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0469210 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=52
D 14:28:32.0469370 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=53 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0469490 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0469630 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0469840 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=53
D 14:28:32.0470130 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=54 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0470360 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0470530 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0470700 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=54
D 14:28:32.0470960 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=55 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0471180 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0471350 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0471520 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=55
D 14:28:32.0471810 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=56 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0472060 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
D 14:28:32.0472240 PowerTaskList.DebugPrintPower() -         tag=CONTROLLER value=2
D 14:28:32.0472430 PowerTaskList.DebugPrintPower() -         tag=ENTITY_ID value=56
D 14:28:32.0472690 PowerTaskList.DebugPrintPower() -     FULL_ENTITY - Updating [name=UNKNOWN ENTITY [cardType=INVALID] id=57 zone=DECK zonePos=0 cardId= player=2] CardID=
D 14:28:32.0472930 PowerTaskList.DebugPrintPower() -         tag=ZONE value=DECK
